0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,date,125,126,127,128
3.0,8.0,5.0,5.0,6.0,17.0,15.0,7.0,11.0,3.0,4.0,6.0,9.0,3.0,7.0,8.0,10.0,7.0,3.0,6.0,3.0,4.0,11.0,12.0,3.0,3.0,9.0,10.0,9.0,16.0,6.0,7.0,12.0,6.0,17.0,14.0,4.0,15.0,13.0,3.0,9.0,7.0,2.0,15.0,7.0,4.0,13.0,6.0,9.0,5.0,3.0,12.0,16.0,14.0,15.0,14.0,6.0,11.0,3.0,14.0,19.0,9.0,17.0,12.0,2.0,4.0,5.0,9.0,2.0,2.0,17.0,16.0,4.0,6.0,6.0,1.0,2.0,4.0,11.0,5.0,8.0,4.0,5.0,3.0,5.0,2.0,13.0,10.0,7.0,9.0,5.0,6.0,4.0,7.0,4.0,6.0,10.0,9.0,9.0,15.0,12.0,12.0,7.0,10.0,4.0,6.0,18.0,32.0,11.0,18.0,14.0,5.0,5.0,8.0,14.0,17.0,29.0,29.0,17.0,13.0,14.0,5.0,5.0,8.0,13.0,2023-08-22 13:19:36.542322+00:00,6.0,9.0,4.0,3.0
6.0,3.0,10.0,6.0,2.0,14.0,2.0,2.0,2.0,4.0,3.0,2.0,14.0,2.0,4.0,11.0,15.0,2.0,13.0,4.0,16.0,12.0,6.0,7.0,11.0,8.0,14.0,19.0,8.0,12.0,12.0,5.0,5.0,2.0,10.0,9.0,8.0,11.0,4.0,8.0,6.0,2.0,13.0,12.0,4.0,4.0,4.0,13.0,8.0,9.0,10.0,8.0,11.0,7.0,11.0,7.0,14.0,14.0,7.0,5.0,3.0,14.0,10.0,8.0,14.0,2.0,3.0,13.0,15.0,3.0,2.0,3.0,2.0,2.0,10.0,2.0,2.0,3.0,2.0,3.0,2.0,18.0,10.0,3.0,3.0,2.0,2.0,14.0,5.0,6.0,4.0,6.0,7.0,16.0,10.0,12.0,9.0,6.0,6.0,7.0,15.0,4.0,6.0,6.0,10.0,14.0,3.0,64.0,9.0,15.0,13.0,30.0,22.0,15.0,84.0,48.0,37.0,74.0,21.0,26.0,26.0,28.0,15.0,18.0,11.0,2023-08-28 10:43:31.781278+00:00,15.0,17.0,7.0,4.0
12.0,11.0,13.0,9.0,2.0,17.0,10.0,4.0,5.0,3.0,4.0,6.0,1.0,2.0,13.0,1.0,2.0,11.0,11.0,4.0,3.0,2.0,10.0,10.0,5.0,5.0,3.0,18.0,15.0,10.0,5.0,2.0,4.0,6.0,18.0,14.0,6.0,6.0,2.0,5.0,15.0,2.0,1.0,7.0,2.0,3.0,8.0,5.0,3.0,2.0,7.0,5.0,1.0,4.0,16.0,1.0,12.0,7.0,3.0,2.0,8.0,17.0,15.0,5.0,16.0,13.0,9.0,12.0,4.0,2.0,17.0,15.0,16.0,2.0,4.0,3.0,3.0,13.0,2.0,2.0,12.0,4.0,4.0,7.0,2.0,2.0,12.0,4.0,2.0,4.0,10.0,2.0,4.0,5.0,4.0,8.0,10.0,2.0,3.0,6.0,16.0,2.0,6.0,12.0,4.0,6.0,3.0,2.0,34.0,4.0,11.0,10.0,3.0,2.0,17.0,16.0,82.0,9.0,145.0,12.0,6.0,7.0,13.0,17.0,11.0,2023-08-29 10:14:49.641393+00:00,16.0,5.0,10.0,2.0
2.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,6.0,3.0,15.0,3.0,5.0,12.0,16.0,9.0,3.0,4.0,5.0,3.0,4.0,15.0,18.0,11.0,4.0,3.0,15.0,12.0,7.0,13.0,6.0,9.0,6.0,5.0,15.0,2.0,2.0,2.0,3.0,3.0,18.0,6.0,3.0,9.0,4.0,2.0,2.0,9.0,5.0,14.0,10.0,10.0,6.0,10.0,14.0,17.0,8.0,11.0,10.0,13.0,3.0,14.0,12.0,11.0,2.0,3.0,3.0,2.0,2.0,11.0,11.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,11.0,14.0,2.0,2.0,5.0,4.0,2.0,2.0,12.0,5.0,3.0,3.0,3.0,11.0,10.0,4.0,7.0,3.0,17.0,5.0,11.0,5.0,29.0,9.0,7.0,7.0,12.0,13.0,6.0,30.0,42.0,34.0,14.0,12.0,14.0,11.0,11.0,19.0,6.0,2023-08-30 09:38:09.882481+00:00,14.0,4.0,2.0,
14.0,6.0,18.0,8.0,4.0,14.0,12.0,7.0,5.0,2.0,6.0,2.0,4.0,5.0,19.0,13.0,17.0,3.0,6.0,5.0,5.0,4.0,4.0,10.0,4.0,7.0,10.0,13.0,15.0,18.0,4.0,2.0,7.0,7.0,18.0,10.0,6.0,14.0,4.0,10.0,10.0,4.0,18.0,11.0,15.0,16.0,7.0,7.0,4.0,4.0,3.0,7.0,9.0,16.0,4.0,17.0,3.0,13.0,8.0,5.0,13.0,16.0,10.0,15.0,16.0,10.0,13.0,4.0,2.0,7.0,15.0,17.0,11.0,13.0,9.0,4.0,3.0,19.0,18.0,7.0,9.0,3.0,5.0,7.0,6.0,11.0,14.0,16.0,13.0,7.0,3.0,6.0,9.0,11.0,2.0,4.0,4.0,5.0,14.0,8.0,8.0,18.0,6.0,7.0,5.0,9.0,8.0,6.0,68.0,8.0,12.0,2.0,31.0,33.0,46.0,155.0,111.0,119.0,21.0,14.0,42.0,42.0,10.0,14.0,12.0,2023-09-04 13:53:56.309497+00:00,17.0,11.0,14.0,3.0
4.0,15.0,6.0,10.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,6.0,7.0,13.0,2.0,5.0,2.0,10.0,11.0,4.0,12.0,3.0,5.0,6.0,12.0,9.0,18.0,8.0,4.0,5.0,5.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,11.0,3.0,4.0,2.0,2.0,7.0,6.0,3.0,4.0,2.0,2.0,11.0,4.0,4.0,6.0,8.0,7.0,5.0,16.0,7.0,11.0,2.0,14.0,3.0,3.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,9.0,6.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,15.0,7.0,2.0,2.0,3.0,6.0,5.0,9.0,8.0,3.0,6.0,1.0,1.0,11.0,4.0,13.0,4.0,4.0,2023-09-05 11:04:16.586475+00:00,1.0,8.0,9.0,4.0
4.0,7.0,20.0,3.0,3.0,8.0,12.0,3.0,2.0,16.0,3.0,15.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,18.0,13.0,3.0,6.0,8.0,6.0,8.0,12.0,5.0,3.0,4.0,6.0,4.0,3.0,2.0,14.0,4.0,3.0,8.0,8.0,2.0,2.0,4.0,2.0,2.0,2.0,14.0,5.0,6.0,6.0,7.0,18.0,4.0,2.0,2.0,3.0,6.0,6.0,3.0,6.0,4.0,5.0,14.0,7.0,4.0,10.0,5.0,6.0,8.0,6.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,15.0,5.0,13.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,11.0,5.0,2.0,4.0,8.0,7.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,6.0,2.0,7.0,8.0,3.0,6.0,9.0,5.0,15.0,16.0,9.0,18.0,4.0,16.0,6.0,9.0,14.0,9.0,4.0,2023-09-06 17:27:05.530780+00:00,24.0,12.0,3.0,
4.0,2.0,3.0,6.0,5.0,4.0,6.0,15.0,12.0,4.0,12.0,4.0,11.0,18.0,12.0,3.0,10.0,13.0,2.0,6.0,12.0,18.0,11.0,2.0,7.0,12.0,14.0,16.0,8.0,2.0,12.0,9.0,11.0,10.0,4.0,9.0,4.0,3.0,2.0,8.0,14.0,2.0,8.0,7.0,6.0,18.0,2.0,2.0,3.0,14.0,6.0,15.0,15.0,11.0,4.0,8.0,2.0,4.0,5.0,3.0,4.0,4.0,19.0,4.0,4.0,2.0,2.0,7.0,8.0,8.0,2.0,14.0,8.0,10.0,8.0,17.0,18.0,4.0,7.0,9.0,3.0,2.0,14.0,7.0,14.0,5.0,2.0,14.0,6.0,9.0,10.0,10.0,8.0,15.0,4.0,13.0,6.0,10.0,6.0,5.0,7.0,3.0,11.0,14.0,21.0,6.0,12.0,4.0,11.0,46.0,10.0,8.0,9.0,10.0,23.0,24.0,12.0,8.0,3.0,13.0,7.0,16.0,16.0,8.0,15.0,2023-09-08 13:15:54.833507+00:00,17.0,4.0,11.0,1.0
18.0,2.0,4.0,3.0,6.0,4.0,3.0,6.0,2.0,2.0,6.0,6.0,6.0,12.0,10.0,3.0,5.0,3.0,2.0,4.0,11.0,3.0,4.0,4.0,2.0,6.0,8.0,8.0,15.0,5.0,10.0,3.0,16.0,2.0,2.0,10.0,4.0,2.0,12.0,3.0,8.0,18.0,12.0,3.0,9.0,3.0,3.0,4.0,2.0,16.0,12.0,8.0,9.0,14.0,8.0,2.0,6.0,3.0,9.0,6.0,9.0,15.0,4.0,6.0,5.0,2.0,2.0,6.0,4.0,5.0,15.0,7.0,5.0,3.0,2.0,3.0,6.0,4.0,5.0,6.0,6.0,3.0,14.0,3.0,15.0,12.0,6.0,7.0,5.0,3.0,2.0,9.0,11.0,6.0,4.0,2.0,19.0,5.0,12.0,7.0,13.0,158.0,5.0,2.0,5.0,15.0,10.0,6.0,54.0,7.0,6.0,3.0,11.0,23.0,33.0,8.0,31.0,12.0,16.0,3.0,5.0,4.0,11.0,16.0,15.0,2023-09-13 10:06:11.955693+00:00,15.0,151.0,13.0,3.0
3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,11.0,14.0,6.0,4.0,2.0,6.0,4.0,3.0,3.0,16.0,16.0,12.0,6.0,3.0,7.0,14.0,9.0,3.0,2.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,12.0,1.0,5.0,2.0,11.0,7.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,12.0,16.0,17.0,7.0,8.0,18.0,3.0,15.0,12.0,14.0,17.0,5.0,2.0,2.0,6.0,13.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,8.0,9.0,2.0,7.0,17.0,17.0,2.0,7.0,11.0,4.0,12.0,6.0,96.0,72.0,14.0,14.0,9.0,2.0,5.0,10.0,51.0,63.0,51.0,11.0,17.0,18.0,4.0,8.0,17.0,15.0,2023-09-14 09:38:49.054718+00:00,16.0,9.0,4.0,
3.0,3.0,8.0,7.0,17.0,4.0,2.0,8.0,4.0,1.0,18.0,15.0,3.0,6.0,11.0,9.0,9.0,9.0,5.0,7.0,4.0,9.0,9.0,16.0,15.0,7.0,5.0,19.0,5.0,16.0,6.0,8.0,5.0,14.0,3.0,6.0,8.0,6.0,7.0,10.0,20.0,6.0,4.0,10.0,3.0,11.0,15.0,14.0,17.0,11.0,10.0,11.0,5.0,11.0,3.0,9.0,16.0,9.0,3.0,5.0,11.0,9.0,5.0,13.0,2.0,5.0,8.0,2.0,3.0,12.0,3.0,11.0,11.0,6.0,15.0,10.0,8.0,9.0,4.0,3.0,7.0,5.0,5.0,7.0,7.0,10.0,4.0,9.0,7.0,5.0,4.0,3.0,13.0,5.0,15.0,8.0,7.0,7.0,7.0,10.0,3.0,7.0,9.0,5.0,3.0,20.0,13.0,7.0,4.0,14.0,11.0,23.0,109.0,4.0,15.0,16.0,38.0,3.0,24.0,6.0,43.0,13.0,18.0,16.0,10.0,2023-09-15 17:11:39.879316+00:00,13.0,16.0,4.0,
15.0,2.0,2.0,2.0,12.0,3.0,9.0,2.0,2.0,2.0,3.0,6.0,6.0,16.0,7.0,2.0,6.0,4.0,3.0,3.0,3.0,12.0,15.0,3.0,5.0,2.0,14.0,18.0,11.0,11.0,8.0,12.0,4.0,5.0,17.0,3.0,3.0,3.0,11.0,2.0,9.0,5.0,3.0,11.0,3.0,3.0,3.0,2.0,3.0,4.0,13.0,16.0,13.0,17.0,3.0,5.0,3.0,2.0,2.0,9.0,15.0,16.0,3.0,6.0,13.0,18.0,3.0,3.0,6.0,13.0,3.0,3.0,3.0,2.0,3.0,4.0,6.0,12.0,3.0,3.0,2.0,2.0,6.0,2.0,7.0,3.0,11.0,8.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,16.0,4.0,2.0,16.0,8.0,3.0,3.0,3.0,6.0,11.0,13.0,29.0,5.0,3.0,4.0,2.0,10.0,13.0,21.0,17.0,5.0,6.0,19.0,6.0,3.0,15.0,14.0,4.0,16.0,2023-09-18 16:23:58.938674+00:00,7.0,5.0,1.0,
5.0,17.0,15.0,5.0,8.0,3.0,13.0,8.0,11.0,4.0,6.0,6.0,3.0,7.0,17.0,14.0,3.0,3.0,6.0,2.0,4.0,8.0,15.0,15.0,8.0,2.0,13.0,11.0,16.0,16.0,10.0,2.0,8.0,8.0,12.0,11.0,4.0,6.0,7.0,5.0,5.0,3.0,7.0,8.0,14.0,4.0,7.0,6.0,6.0,3.0,9.0,6.0,5.0,8.0,10.0,16.0,11.0,13.0,3.0,7.0,6.0,15.0,4.0,6.0,8.0,8.0,12.0,5.0,4.0,8.0,10.0,11.0,6.0,8.0,8.0,4.0,4.0,16.0,8.0,2.0,4.0,3.0,4.0,6.0,7.0,14.0,6.0,13.0,12.0,8.0,11.0,5.0,3.0,3.0,4.0,5.0,18.0,6.0,18.0,6.0,7.0,27.0,4.0,10.0,9.0,14.0,8.0,4.0,14.0,9.0,6.0,16.0,16.0,14.0,11.0,57.0,117.0,37.0,9.0,8.0,11.0,8.0,15.0,16.0,13.0,2023-09-20 16:25:46.817410+00:00,18.0,12.0,2.0,
5.0,2.0,15.0,3.0,2.0,18.0,8.0,8.0,6.0,4.0,6.0,2.0,2.0,2.0,14.0,4.0,16.0,14.0,4.0,5.0,7.0,4.0,11.0,9.0,3.0,11.0,2.0,6.0,13.0,8.0,13.0,6.0,4.0,6.0,6.0,9.0,10.0,13.0,5.0,7.0,2.0,3.0,3.0,11.0,7.0,7.0,12.0,6.0,11.0,6.0,2.0,4.0,3.0,15.0,3.0,19.0,4.0,7.0,2.0,5.0,9.0,4.0,12.0,14.0,8.0,6.0,2.0,5.0,2.0,5.0,2.0,15.0,7.0,8.0,6.0,2.0,2.0,8.0,4.0,4.0,2.0,9.0,3.0,2.0,2.0,2.0,11.0,3.0,8.0,6.0,7.0,4.0,4.0,7.0,4.0,7.0,4.0,8.0,2.0,6.0,5.0,4.0,6.0,12.0,2.0,2.0,11.0,6.0,95.0,17.0,16.0,5.0,3.0,5.0,13.0,12.0,13.0,21.0,8.0,14.0,20.0,3.0,7.0,11.0,9.0,2023-09-26 09:12:52.818329+00:00,12.0,6.0,8.0,2.0
2.0,3.0,16.0,2.0,2.0,5.0,9.0,4.0,10.0,2.0,2.0,2.0,2.0,4.0,15.0,5.0,3.0,4.0,10.0,6.0,2.0,3.0,2.0,13.0,10.0,3.0,5.0,6.0,9.0,18.0,17.0,16.0,2.0,2.0,14.0,14.0,11.0,2.0,2.0,2.0,11.0,2.0,2.0,16.0,4.0,5.0,6.0,10.0,2.0,4.0,2.0,10.0,2.0,5.0,2.0,16.0,3.0,6.0,2.0,3.0,3.0,5.0,17.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,13.0,16.0,13.0,2.0,2.0,2.0,2.0,16.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,2.0,12.0,3.0,8.0,2.0,2.0,3.0,4.0,13.0,2.0,3.0,2.0,4.0,3.0,117.0,3.0,12.0,2.0,6.0,2.0,25.0,17.0,16.0,14.0,6.0,3.0,6.0,13.0,5.0,10.0,26.0,14.0,21.0,8.0,12.0,7.0,16.0,11.0,2023-09-27 13:16:54.712566+00:00,12.0,4.0,,
5.0,17.0,10.0,3.0,11.0,13.0,15.0,9.0,2.0,3.0,7.0,7.0,5.0,16.0,16.0,11.0,6.0,11.0,11.0,5.0,6.0,11.0,17.0,11.0,11.0,12.0,7.0,16.0,6.0,12.0,11.0,17.0,5.0,9.0,5.0,12.0,4.0,4.0,4.0,3.0,4.0,7.0,10.0,7.0,4.0,16.0,8.0,5.0,6.0,6.0,3.0,4.0,12.0,12.0,16.0,5.0,12.0,11.0,5.0,6.0,5.0,17.0,9.0,6.0,5.0,6.0,17.0,3.0,5.0,16.0,3.0,15.0,7.0,4.0,3.0,4.0,5.0,7.0,6.0,4.0,10.0,15.0,4.0,2.0,7.0,13.0,15.0,5.0,13.0,10.0,16.0,3.0,6.0,9.0,6.0,11.0,4.0,13.0,12.0,19.0,11.0,9.0,5.0,13.0,5.0,10.0,13.0,15.0,41.0,25.0,10.0,11.0,32.0,37.0,5.0,25.0,13.0,55.0,36.0,21.0,9.0,19.0,11.0,7.0,16.0,2023-09-28 13:16:33.920367+00:00,16.0,16.0,10.0,2.0
18.0,5.0,16.0,9.0,13.0,16.0,15.0,13.0,8.0,4.0,3.0,6.0,7.0,9.0,9.0,4.0,14.0,16.0,5.0,2.0,7.0,3.0,15.0,14.0,8.0,11.0,5.0,9.0,14.0,13.0,15.0,5.0,5.0,9.0,12.0,18.0,4.0,16.0,14.0,9.0,5.0,7.0,12.0,18.0,12.0,6.0,9.0,11.0,13.0,11.0,9.0,6.0,17.0,13.0,7.0,14.0,16.0,15.0,8.0,12.0,14.0,15.0,13.0,10.0,15.0,6.0,14.0,12.0,3.0,11.0,19.0,19.0,14.0,8.0,2.0,7.0,12.0,10.0,4.0,9.0,7.0,8.0,4.0,6.0,8.0,5.0,15.0,15.0,14.0,19.0,17.0,14.0,5.0,15.0,15.0,10.0,13.0,9.0,9.0,14.0,8.0,14.0,10.0,10.0,17.0,15.0,19.0,150.0,28.0,14.0,14.0,15.0,137.0,14.0,90.0,13.0,15.0,13.0,10.0,19.0,15.0,14.0,11.0,2.0,,2023-09-29 09:37:04.889604+00:00,,,,
5.0,2.0,2.0,5.0,10.0,13.0,12.0,3.0,10.0,2.0,16.0,7.0,6.0,12.0,16.0,12.0,12.0,12.0,10.0,5.0,8.0,8.0,8.0,8.0,5.0,6.0,15.0,18.0,4.0,6.0,10.0,4.0,10.0,2.0,18.0,4.0,12.0,10.0,4.0,8.0,11.0,11.0,18.0,12.0,7.0,5.0,6.0,6.0,6.0,4.0,5.0,8.0,16.0,13.0,16.0,13.0,13.0,13.0,5.0,13.0,13.0,10.0,10.0,5.0,5.0,12.0,6.0,8.0,6.0,3.0,8.0,7.0,7.0,4.0,4.0,3.0,4.0,7.0,2.0,8.0,3.0,2.0,7.0,15.0,7.0,16.0,16.0,15.0,3.0,2.0,8.0,6.0,8.0,13.0,4.0,12.0,6.0,7.0,18.0,19.0,12.0,56.0,9.0,12.0,18.0,12.0,15.0,34.0,44.0,24.0,8.0,9.0,11.0,23.0,26.0,21.0,44.0,49.0,10.0,4.0,9.0,6.0,9.0,18.0,13.0,2023-10-04 09:29:44.965325+00:00,6.0,14.0,8.0,2.0
15.0,10.0,13.0,13.0,2.0,14.0,12.0,15.0,10.0,9.0,5.0,4.0,8.0,5.0,12.0,14.0,3.0,7.0,15.0,5.0,8.0,11.0,8.0,16.0,14.0,7.0,10.0,9.0,19.0,16.0,6.0,10.0,11.0,4.0,11.0,13.0,4.0,21.0,12.0,5.0,2.0,3.0,2.0,7.0,5.0,9.0,15.0,16.0,16.0,13.0,8.0,8.0,7.0,14.0,4.0,19.0,15.0,15.0,8.0,17.0,5.0,17.0,10.0,13.0,8.0,7.0,5.0,3.0,14.0,6.0,11.0,11.0,3.0,4.0,18.0,5.0,2.0,14.0,3.0,12.0,6.0,10.0,17.0,5.0,3.0,2.0,17.0,5.0,9.0,4.0,18.0,17.0,12.0,9.0,12.0,13.0,3.0,4.0,3.0,4.0,6.0,11.0,10.0,14.0,9.0,7.0,10.0,141.0,108.0,71.0,12.0,19.0,16.0,16.0,16.0,113.0,136.0,130.0,141.0,112.0,12.0,20.0,16.0,17.0,9.0,2023-10-06 17:28:36.506333+00:00,14.0,3.0,,
2.0,2.0,2.0,2.0,6.0,12.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,14.0,6.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,9.0,3.0,5.0,5.0,2.0,2.0,2.0,7.0,7.0,8.0,9.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,10.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,9.0,2.0,4.0,5.0,3.0,1.0,2.0,5.0,2.0,4.0,16.0,19.0,2.0,1.0,1.0,2.0,6.0,3.0,17.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,5.0,6.0,2023-10-09 15:16:08.817078+00:00,3.0,6.0,2.0,2.0
16.0,17.0,4.0,5.0,12.0,17.0,18.0,5.0,6.0,6.0,14.0,13.0,10.0,12.0,8.0,9.0,1.0,4.0,8.0,3.0,8.0,5.0,12.0,2.0,7.0,10.0,5.0,9.0,4.0,11.0,3.0,8.0,14.0,7.0,12.0,12.0,13.0,10.0,11.0,13.0,4.0,8.0,4.0,12.0,5.0,4.0,2.0,8.0,15.0,3.0,6.0,15.0,9.0,15.0,18.0,8.0,1.0,6.0,10.0,8.0,16.0,15.0,3.0,8.0,11.0,16.0,14.0,1.0,17.0,11.0,4.0,7.0,9.0,8.0,9.0,3.0,7.0,6.0,15.0,8.0,7.0,5.0,10.0,11.0,9.0,14.0,10.0,19.0,13.0,4.0,10.0,10.0,10.0,16.0,6.0,8.0,7.0,8.0,13.0,6.0,8.0,5.0,1.0,14.0,9.0,3.0,6.0,20.0,25.0,62.0,3.0,13.0,5.0,9.0,21.0,21.0,16.0,16.0,61.0,20.0,13.0,30.0,3.0,14.0,12.0,2023-10-13 10:34:12.496479+00:00,12.0,13.0,8.0,4.0
12.0,16.0,13.0,13.0,6.0,9.0,9.0,11.0,5.0,5.0,2.0,3.0,3.0,10.0,9.0,5.0,11.0,5.0,13.0,15.0,11.0,5.0,5.0,14.0,7.0,7.0,3.0,11.0,20.0,10.0,8.0,1.0,3.0,2.0,9.0,7.0,6.0,4.0,12.0,3.0,3.0,13.0,6.0,10.0,12.0,11.0,5.0,3.0,5.0,3.0,4.0,2.0,16.0,18.0,22.0,10.0,5.0,3.0,4.0,3.0,20.0,11.0,7.0,3.0,12.0,19.0,13.0,14.0,7.0,2.0,18.0,17.0,5.0,2.0,20.0,1.0,8.0,6.0,12.0,4.0,3.0,11.0,3.0,4.0,3.0,3.0,21.0,16.0,3.0,13.0,18.0,6.0,14.0,5.0,8.0,7.0,11.0,2.0,4.0,11.0,12.0,14.0,12.0,3.0,6.0,6.0,3.0,69.0,61.0,70.0,7.0,11.0,6.0,6.0,31.0,126.0,8.0,8.0,5.0,7.0,14.0,5.0,10.0,12.0,18.0,2023-10-16 15:30:41.522351+00:00,13.0,3.0,,
10.0,18.0,2.0,4.0,14.0,19.0,19.0,13.0,6.0,7.0,5.0,5.0,3.0,9.0,21.0,12.0,19.0,13.0,6.0,5.0,5.0,3.0,12.0,17.0,5.0,4.0,4.0,5.0,7.0,10.0,6.0,3.0,13.0,3.0,10.0,21.0,17.0,8.0,7.0,4.0,8.0,5.0,19.0,17.0,17.0,14.0,8.0,4.0,7.0,4.0,8.0,5.0,9.0,10.0,13.0,16.0,19.0,9.0,4.0,6.0,20.0,19.0,17.0,8.0,16.0,9.0,1.0,18.0,9.0,7.0,19.0,16.0,23.0,8.0,7.0,11.0,12.0,21.0,14.0,13.0,10.0,10.0,4.0,6.0,6.0,6.0,17.0,17.0,16.0,13.0,5.0,5.0,5.0,3.0,5.0,7.0,7.0,2.0,4.0,18.0,19.0,22.0,14.0,10.0,3.0,7.0,7.0,33.0,54.0,8.0,16.0,7.0,5.0,5.0,20.0,19.0,38.0,35.0,29.0,25.0,8.0,7.0,8.0,8.0,7.0,2023-10-17 10:24:32.598262+00:00,6.0,13.0,8.0,4.0
16.0,11.0,9.0,4.0,15.0,9.0,6.0,9.0,1.0,3.0,5.0,17.0,3.0,12.0,4.0,7.0,2.0,7.0,2.0,1.0,12.0,6.0,2.0,6.0,1.0,7.0,7.0,19.0,8.0,3.0,4.0,1.0,14.0,8.0,11.0,12.0,1.0,14.0,19.0,3.0,7.0,1.0,9.0,3.0,3.0,6.0,1.0,2.0,3.0,5.0,6.0,18.0,2.0,8.0,3.0,1.0,1.0,4.0,2.0,7.0,2.0,11.0,5.0,2.0,10.0,9.0,14.0,5.0,16.0,9.0,11.0,4.0,9.0,2.0,8.0,11.0,2.0,17.0,12.0,2.0,2.0,4.0,14.0,4.0,2.0,2.0,12.0,7.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,11.0,2.0,2.0,4.0,4.0,39.0,1.0,11.0,1.0,14.0,2.0,2.0,11.0,2.0,10.0,3.0,5.0,7.0,17.0,2.0,13.0,20.0,6.0,9.0,4.0,3.0,11.0,12.0,17.0,2023-10-18 13:40:52.343297+00:00,5.0,10.0,11.0,5.0
7.0,16.0,8.0,8.0,8.0,15.0,13.0,3.0,2.0,5.0,12.0,13.0,8.0,14.0,16.0,8.0,2.0,3.0,3.0,5.0,18.0,10.0,14.0,3.0,4.0,4.0,18.0,16.0,9.0,11.0,5.0,10.0,3.0,8.0,13.0,17.0,14.0,8.0,3.0,18.0,9.0,12.0,8.0,12.0,6.0,1.0,4.0,4.0,9.0,12.0,12.0,5.0,10.0,8.0,11.0,7.0,2.0,13.0,9.0,4.0,11.0,6.0,7.0,3.0,11.0,10.0,11.0,8.0,9.0,10.0,9.0,9.0,4.0,9.0,12.0,4.0,18.0,18.0,3.0,3.0,1.0,7.0,6.0,15.0,4.0,12.0,12.0,18.0,3.0,3.0,3.0,14.0,13.0,15.0,6.0,4.0,16.0,7.0,8.0,8.0,10.0,9.0,2.0,3.0,5.0,12.0,3.0,15.0,15.0,3.0,8.0,7.0,51.0,23.0,8.0,4.0,15.0,6.0,3.0,5.0,6.0,11.0,7.0,4.0,7.0,2023-10-19 13:22:04.935498+00:00,5.0,3.0,4.0,3.0
